,block_dc_mc_1,block_dc_mc_2,block_dc_mc_3,block_dc_mc_4,block_dc_mc_5,block_dc_mc_6,block_dc_mc_7,block_dc_mc_8,block_dc_mc_9,block_dc_mc_10,block_dc_mc_11,block_dc_mc_12,block_dc_mc_13,block_dc_mc_14,block_dc_mc_15,block_dc_mc_16,block_dc_mc_17,block_dc_mc_18,block_dc_mc_19,block_dc_mc_20,block_dc_mc_21,block_dc_mc_22,block_dc_mc_23,block_dc_mc_24,block_dc_mc_25,block_dc_mc_26,block_dc_mc_27,block_dc_mc_28,block_dc_mc_29,block_dc_mc_30,block_dc_mc_31,block_dc_mc_32,block_dc_mc_33,block_dc_mc_34,block_dc_mc_35,block_dc_mc_36
Episode 198,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325,21.104875336104325
Episode 199,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996,14.255328095979996
Episode 200,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117,41.18040526381117
Episode 201,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318,12.691566307953318
Episode 202,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743,10.598183459814743
Episode 203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 204,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997,10.389101246692997
Episode 205,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308,9.137530482023308
Episode 206,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585,249.76358489114585
Episode 207,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449,66.8240385975449
Episode 208,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563,10.50005043932563
Episode 209,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312,10.442558575692312
Episode 210,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365,10.385799189963365
Episode 211,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133,9.846660950427133
Episode 212,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698,9.95962170169698
Episode 213,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617,22.812786553682617
Episode 214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 215,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492,25.327212601544492
Episode 216,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794,16.303473867343794
Episode 217,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707,24.043906181689707
Episode 218,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637,9.596480642135637
Episode 219,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856,10.96125308999856
Episode 220,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303,18.07090422865303
Episode 221,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016,124.4528981457016
Episode 222,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534,22.22632825739534
Episode 223,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776,60.27464880417776
Episode 224,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249,75.09901011772249
Episode 225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 226,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178,12.87787953011178
Episode 227,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154,59.78924291871154
Episode 228,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412,17.969768512024412
Episode 229,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991,9.362198613978991
Episode 230,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953,21.53566511209953
Episode 231,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044,21.67489009187044
Episode 232,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306,19.890645621051306
Episode 233,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778,11.156141872348778
Episode 234,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088,26.06640936604088
Episode 235,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173,19.550065778658173
Episode 236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 237,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764,12.567830513000764
Episode 238,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076,12.67231089673076
Episode 239,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736,12.614986489573736
Episode 240,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219,42.26336425768219
Episode 241,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406,9.53607151921406
Episode 242,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358,14.24705636819358
Episode 243,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288,10.989451560015288
Episode 244,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074,10.000251180383074
Episode 245,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178,11.656703975355178
